"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform"
"4011-07","13-11-16","4","8","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"4016-98","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4025-99","12-0-3","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4028-99","27-36-8","4","4","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"4051-99","2-6-10","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4053-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4062-03","2-0-6","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4065-00","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4068-98","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4071-00","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4075-00","13-51-20","4","8","1","1",NA,"4","4","8","1","1","1","4","3.91","7.59","1.01","1","1.08","4","HiSeq"
"4081-00","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4116-07","0-29-11","0.25","0.12","0.06",NA,"0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"4178-99","0-0-2","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4188-00","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4196-07","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4198-00","15-12-18","4","2","0.5","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"4210-98","27-38-52","2","4","1","4",NA,"4","4","8","1","2","1","4","3.9","8.47","1.06","6.18","3.44","3.61","HiSeq"
"4214-05","1-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4223-99","11-4-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.07","0.5","0.51","HiSeq"
"4226-99","34-41-56","2","1","0.5","0.5",NA,"4","2","1","0.25","0.5","0.5","4","1.69","1.45","0.4","0.79","0.77","3.59","HiSeq"
"4233-07","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4258-98","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4268-07","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4270-98","23-0-2","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4272-98","39-56-20","1","1","0.5","1",NA,"4","2","2","0.5","1","1","4","1.87","1.84","0.44","0.91","0.76","3.69","HiSeq"
"4295-05","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4308-04","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4336-05","2-4-4","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4338-98","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4346-99","15-12-18","1","1","0.5","1",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"4347-99","23-26-101","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.54","HiSeq"
"4380-03","15-12-18","2","2","1","1",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"4393-03","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4397-99","0-55-53","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4399-98","42-42-8","1","1","0.25","0.5",NA,"4","2","1","0.5","1","1","4","1.63","1.57","0.49","0.68","0.86","2.75","HiSeq"
"4402-03","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4402-99","27-30-8","1","1","0.5","0.5",NA,"4","8","4","1","8",NA,"4","1.55","1.57","0.44","0.98","0.97","3.58","HiSeq"
"4403-99","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4404-05","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4406-03","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4424-03","51-52-76","0.25","0.25","0.12","0.12",NA,"0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.26","0.19","0.08","0.2","0.5","0.61","HiSeq"
"4429-03","41-36-82","8","16","2","16",NA,"4","8","16","2","8",NA,"4","4.03","7.81","0.95","3.31","3.34","3.12","HiSeq"
"4437-03","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4441-03","23-26-84","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4442-03","2-4-4","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4443-03","15-12-18","2","2","1","1",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"4445-03","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4447-99","0-29-11","0.25","0.12","0.06","0.06",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"4450-99","12-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4464-99","1-0-0","0.06","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4474-99","31-12-18","4","1","0.5","1",NA,"4","4","2","0.5","1","2","4","2.63","1.58","0.52","1.19","1.25","3.9","HiSeq"
"4477-02","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4501-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4516-99","13-54-33","8","16","2","16",NA,"4","8","16","1","8","8","4","6.84","11.35","0.95","8.47","5.99","4","HiSeq"
"4534-04","23-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4536-99","15-12-18","2","2","0.5","1",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"4542-99","2-0-81","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.04","0.03","0.06","0.07","0.5","0.5","HiSeq"
"4544-99","23-34-44","0.06","0.03","0.06","0.06",NA,"0.5","0.5","0.25","0.06","0.25","0.5","1","0.22","0.19","0.06","0.18","0.5","0.74","HiSeq"
"4547-05","0-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4549-99","1-0-78","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.04","0.06","0.06","0.5","0.5","HiSeq"
"4551-99","2-4-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4565-99","1-2-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4566-00","11-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.04","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4567-03","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4567-06","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"4575-00","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4580-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4586-00","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4591-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4604-99","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4605-99","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4624-00","12-31-57","0.12","0.25","0.12","0.12",NA,"0.5","0.06","0.06","0.06","0.12",NA,"0.5","0.1","0.14","0.1","0.14","0.5","0.5","HiSeq"
"4638-01","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4654-04","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4656-00","2-4-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4657-00","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4740-00","0-29-11","0.12","0.12","0.06","0.06",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.08","0.06","0.06","0.5","0.5","HiSeq"
"4748-99","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4752-99","27-38-52","4","8","2","8",NA,"4","4","8","1","2","1","4","3.9","8.47","1.06","6.18","3.44","3.61","HiSeq"
"4754-99","2-3-2","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4756-99","34-57-56","0.5","0.25","0.12","0.5",NA,"2","2","1","0.25","0.5","0.5","4","1.73","0.62","0.25","0.71","0.74","3.56","HiSeq"
"4757-99","34-57-56","1","0.25","0.12","0.5",NA,"4","2","1","0.25","0.5","0.5","4","1.73","0.62","0.25","0.71","0.74","3.56","HiSeq"
"4758-99","34-57-56","0.5","0.25","0.12","0.5",NA,"2","2","1","0.25","0.5","0.5","4","1.73","0.62","0.25","0.71","0.74","3.56","HiSeq"
"4766-99","42-42-8","1","1","0.5","1",NA,"4","2","1","0.5","1","1","4","1.63","1.57","0.49","0.68","0.86","2.75","HiSeq"
"4784-05","13-11-16","4","2","1","2","1","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"4793-00","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4796-99","23-26-34","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4804-00","19-39-46","0.03","0.03","0.06","0.06",NA,"0.5","0.25","0.25","0.12","0.12",NA,"1","0.41","0.43","0.14","0.21","0.53","1.38","HiSeq"
"4805-00","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4824-04","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4832-00","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4837-00","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4848-02","23-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4851-00","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4878-03","23-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4890-00","2-26-93","0.06","0.03","0.06","0.12",NA,"0.5","0.12","0.03","0.06","0.12","0.5","0.5","0.1","0.05","0.06","0.12","0.5","0.51","HiSeq"
"4891-98","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4918-00","12-0-6","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4921-98","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4924-01","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4935-00","8-6-86","0.12","0.12","0.06","0.12",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.08","0.06","0.06","0.09","0.5","0.5","HiSeq"
"4937-01","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"4940-00","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4959-01","2-4-4","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4975-02","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"4984-99","27-58-52","0.5","0.5","0.12","4",NA,"4","1","0.5","0.12","8",NA,"4","3.21","1.25","0.52","4.8","2.98","2.86","HiSeq"
"5000-99","8-6-86","0.12","0.06","0.06","0.12",NA,"0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.08","0.06","0.06","0.09","0.5","0.5","HiSeq"
"5005-99","23-59-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5007-99","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5032-98","27-36-8","2","4","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5033-06","33-29-11","0.12","0.12","0.06","0.06","0.5","0.5","0.12","0.12","0.06","0.06","0.5","0.5","0.15","0.11","0.06","0.06","0.5","0.5","HiSeq"
"5037-99","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5043-99","0-10-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5061-99","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5076-05","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5090-06","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5099-99","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5100-99","2-4-4","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5102-99","6-7-8","0.25","0.5","0.12","0.25",NA,"2","0.5","0.5","0.12","0.25",NA,"2","0.54","0.69","0.14","0.33","0.51","1.69","HiSeq"
"5116-99","42-42-8","4","2","0.5","1",NA,"4","2","1","0.5","1","1","4","1.63","1.57","0.49","0.68","0.86","2.75","HiSeq"
"5118-99","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5121-99","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5127-01","23-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5135-03","15-12-18","4","2","1","2",NA,"4","4","2","1","2","1","4","2.77","1.93","0.58","1.2","1.07","3.85","HiSeq"
"5138-04","2-0-2","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5153-99","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5157-01","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5167-99","2-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5186-02","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5187-01","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5187-03","2-6-10","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5222-99","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5223-06","13-11-16","4","8","1","2","2","4","2","2","1","0.25","0.5","2","2.63","4.87","0.92","1.07","0.9","3.61","HiSeq"
"5254-03","1-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5262-03","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5263-03","0-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5264-03","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5265-98","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5267-03","27-36-8","4","8","2","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5269-99","23-26-49","0.06","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5270-03","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5274-03","23-26-34","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5275-01","27-36-8","4","8","2","2",NA,NA,"4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5287-03","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5289-03","23-0-11","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06","0.5","0.5","0.05","0.05","0.06","0.06","0.5","0.5","HiSeq"
"5291-03","27-36-8","4","8","1","1",NA,"4","4","8","2","8",NA,"4","3.69","6.92","1.3","1.34","0.99","3.99","HiSeq"
"5294-03","1-2-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5296-03","23-26-2","0.03","0.03","0.06","0.06",NA,"0.5","0.06","0.06","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5304-03","0-0-2","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5309-05","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.06","0.06","0.06","0.25",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5312-03","2-4-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5313-03","0-0-0","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5314-03","0-0-3","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5317-99","2-0-64","0.03","0.03","0.06","0.06",NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5327-98","0-4-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","HiSeq"
"5330-98","1-6-0","0.03","0.03",NA,NA,NA,"0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","HiSeq"
"5339-08","13-11-26","8","16","1","8","8","4","8","8",NA,"8","4","4","6.28","8.53","0.96","7.74","4.28","4","HiSeq"
