"LABID","PT","PEN","AMO","MER","TAX","CFT","CFX","PEN_MIC_MM","AMO_MIC_MM","MER_MIC_MM","TAX_MIC_MM","CFT_MIC_MM","CFX_MIC_MM","PEN_MIC_RF","AMO_MIC_RF","MER_MIC_RF","TAX_MIC_RF","CFT_MIC_RF","CFX_MIC_RF","Platform","NewPT"
"20161385","0-1-1","0.25","0.12","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161386","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161387","24-27-28","0.5","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161388","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161389","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161390","4-7-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161391","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161392","3-5-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161393","1-2-59","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161394","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161395","1-0-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161396","24-27-13","0.25","0.25","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.32","0.25","0.07","0.19","0.51","0.52","MiSeq","Y"
"20161397","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161398","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161399","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161400","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161401","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161402","4-7-7","4","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161403","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161404","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161405","1-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161406","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161407","11-119-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161408","62-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161409","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161410","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161411","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161412","19-1-24","0.5","0.25","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.44","0.18","0.06","0.24","0.5","0.5","MiSeq","N"
"20161413","4-12-7","2","4","1","1","1","4","2","4","1","1","1","4","1.99","3.29","0.7","0.99","0.99","3.97","MiSeq","N"
"20161414","7-8-9","0.25","0.25","0.12","0.06","0.5","0.5","0.25","0.5","0.12","0.12","0.5","0.5","0.34","0.45","0.16","0.1","0.5","0.5","MiSeq","N"
"20161415","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161416","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161417","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161418","9-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161419","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161420","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161421","23-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161422","2-4-0","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161423","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161590","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161591","2-34-44","0.12","0.12","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.06",NA,"0.5","0.12","0.1","0.06","0.15","0.5","0.64","MiSeq","Y"
"20161592","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161594","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161595","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161596","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161597","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161598","0-0-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161599","99-2-34","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.05","0.04","0.07","0.08","0.5","0.58","MiSeq","Y"
"20161600","2-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161601","8-0-11","0.06","0.03","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.09","0.06","0.06","0.06","0.5","0.5","MiSeq","N"
"20161602","8-0-11","0.12","0.06","0.06","0.06","0.5","0.5","0.12","0.06","0.06","0.06","0.5","0.5","0.09","0.06","0.06","0.06","0.5","0.5","MiSeq","N"
"20161603","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161606","15-12-18","1","2","0.5","0.5","1","4","4","2","0.5","1","2","4","2.41","1.54","0.62","1.16","1.4","3.75","MiSeq","N"
"20161607","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161608","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161609","13-11-16","2","4","1","1","1","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20161610","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161611","0-26-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161612","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161613","13-11-16","4","8","1","2","2","4","4","8","1","2","2","4","4.6","7.5","1","1.79","1.49","3.97","MiSeq","N"
"20161614","2-0-120","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.04","0.06","0.06","0.5","0.5","MiSeq","N"
"20161615","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161616","0-1-1","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161617","0-1-1","0.25","0.12","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161618","24-27-28","0.12","0.03","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161619","4-7-7","2","4","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161620","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161621","4-7-7","4","4","1","0.5","2","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161622","4-7-7","2","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161623","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161624","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161625","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161626","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161627","4-7-7","4","4","1","0.5","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161628","2-4-6","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161629","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161630","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161631","4-120-7","2","4","1","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","Y"
"20161632","0-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161633","100-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161634","24-27-28","0.12","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161635","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161636","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161637","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161638","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161639","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161640","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161641","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161642","0-1-1","0.25","0.12","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161643","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161644","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161645","3-6-5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161646","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161647","4-31-114","1","4","0.5","1","0.5","4","2","4","1","1","1","4","1.17","2.18","0.37","0.59","0.87","3.35","MiSeq","Y"
"20161648","1-2-196","0.06","0.06","0.06","0.5","0.5","1","0.5","0.12","0.06","0.25",NA,"0.5","0.43","0.18","0.08","0.35","0.69","1.44","MiSeq","Y"
"20161649","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161650","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161651","0-4-2","0.03","0.03","0.06","0.12","0.5","1","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161652","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161653","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161654","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161655","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161656","24-27-28","0.25","0.06","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161657","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161658","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161659","9-0-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161660","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161661","2-0-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161662","2-4-6","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161663","0-0-197","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161664","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161665","91-4-3","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161667","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161668","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161669","4-7-7","1","2","0.5","0.5","0.5","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161670","12-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161671","11-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161672","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161673","0-1-1","0.25","0.12","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161674","4-7-7","1","2","0.5","1","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161675","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161677","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161678","78-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161681","0-1-1","0.5","0.12","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161682","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161683","2-3-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161684","19-1-24","0.5","0.25","0.06","0.25","0.5","0.5","0.5","0.25","0.06","0.25","0.5","0.5","0.44","0.18","0.06","0.24","0.5","0.5","MiSeq","N"
"20161686","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161687","2-4-6","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161688","0-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161689","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161690","2-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161693","0-0-2","0.03","0.06","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161697","4-7-7","2","2","0.5","0.5","1","4","2","4","0.5","1","1","4","1.81","2.91","0.67","0.86","0.93","3.83","MiSeq","N"
"20161700","0-1-1","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161701","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161702","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161703","0-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161704","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161705","2-4-178","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161706","78-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","Y"
"20161707","0-1-1","0.25","0.06","0.06","0.12","0.5","0.5","0.25","0.06","0.06","0.06","0.5","0.5","0.21","0.07","0.06","0.09","0.5","0.5","MiSeq","N"
"20161708","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161709","0-2-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
"20161710","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161711","24-27-28","0.06","0.03","0.06","0.06","0.5","0.5","0.25","0.06","0.06","0.12","0.5","0.5","0.18","0.04","0.06","0.1","0.5","0.52","MiSeq","N"
"20161712","0-10-14","0.06","0.03","0.06","0.12","0.5","0.5","0.06","0.03","0.06","0.12","0.5","0.5","0.07","0.03","0.06","0.12","0.5","0.5","MiSeq","N"
"20161713","1-2-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161714","2-4-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161715","1-4-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161743","2-6-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161744","2-0-2","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","MiSeq","N"
"20161745","1-0-0","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.5","0.03","0.03","0.06","0.06","0.5","0.51","MiSeq","N"
